235,"1035.txt/1035.txt",180,"The Man Against the Sky: A Book of Poems",1997-09-01
236,"10350/10350.txt",181,"The Works of Samuel Johnson, LL.D. in Eleven Volumes, Volume 06&#13; Reviews, Political Tracts, and Lives of Eminent Persons",2003-12-01
237,"10351.txt/10351.txt",181,"The Works of Samuel Johnson, LL.D. Volume 10&#13; Parlimentary Debates I",2003-12-01
238,"10352/10352.txt",181,"The Works of Samuel Johnson, LL.D. Volume 11.&#13; Parlimentary Debates II.",2003-12-01
239,"10355.txt/10355.txt",182,"Travels in Morocco, Volume 1.",2003-12-01
240,"10356.txt/10356.txt",182,"Travels in Morocco, Volume 2.",2003-12-01
241,"10357.txt/10357.txt",183,"Life of Johnson, Volume 4&#13; 1780-1784",2003-12-01
242,"10358.txt/10358.txt",184,"The Boss of Little Arcady",2003-12-01
243,"10359.txt/10359.txt",43,"Aunt Jane's Nieces at Millville",2003-12-01
244,"1036.txt/1036.txt",185,"Joe Wilson and His Mates",1997-09-01
245,"10360.txt/10360.txt",186,"Kitty's Class Day and Other Stories",2003-12-01
246,"10361.txt/10361.txt",187,"The Creative Process in the Individual",2003-12-01
247,"10362.txt/10362.txt",188,"Sketches of the East Africa Campaign",2003-12-01
248,"10363/10363.txt",112,"The Bravo: A Tale",2003-12-01
249,"10364.txt/10364.txt",88,"Yeast: a Problem",2003-12-01
250,"10366.txt/10366.txt",189,"Freedom's Battle Being a Comprehensive Collection of Writings and Speeches on the Present Situation",2003-12-01
251,"10367/10367.txt",190,"Poems",2003-12-01
252,"10368/10368.txt",191,"The Vizier of the Two-Horned Alexander",2003-12-01
253,"10369/10369.txt",192,"Memoir and Diary of John Yeardley, Minister of the Gospel",2003-12-01
254,"1037.txt/1037.txt",193,"The Life of John Bunyan",1997-09-01
255,"10370/10370.txt",194,"Sustained honor: The Age of Liberty Established",2003-12-01
256,"10371/10371.txt",195,"The Cinema Murder",2003-12-01
257,"10372/10372.txt",196,"Bunch Grass: A Chronicle of Life on a Cattle Ranch",2003-12-01
258,"10373.txt/10373.txt",197,"The Middle Temple Murder",2003-12-01
259,"10374.txt/10374.txt",198,"The Ramblin' Kid",2003-12-01
260,"10375/10375.txt",70,"England's Antiphon",2003-12-01
261,"10377.txt/10377.txt",6,"The Evil Guest",2003-12-01
262,"10378/10378.txt",199,"Autobiography",2003-12-01
263,"10379/10379.txt",200,"At Love's Cost",2003-12-01
264,"10380/10380.txt",201,"Bible Stories and Religious Classics",2003-12-01
265,"10381/10381.txt",202,"The History of a Crime The Testimony of an Eye-Witness",2003-12-01
266,"10382/10382.txt",203,"Memoir of William Watts McNair, Late of "Connaught house," Mussooree, of the Indian Survey Department, the First European Explorer of Kafiristan",2003-12-01
267,"10383/10383.txt",204,"The Maternal Management of Children, in Health and Disease",2003-12-01
268,"10386/10386.txt",205,"Thoughts on the Necessity of Improving the Condition of the Slaves in the British Colonies&#13; With a View to Their Ultimate Emancipation; and on the Practicability, the Safety, and the Advantages of the Latter Measure.",2003-12-01
269,"10387.txt/10387.txt",206,"A Century Too Soon: The Age of Tyranny",2003-12-01
270,"10388.txt/10388.txt",207,"A Collection of Old English Plays, Volume 1",2003-12-01
271,"10389/10389.txt",208,"Northern Trails, Book I.",2003-12-01
272,"1039.txt/1039.txt",209,"Missionary Travels and Researches in South Africa",2006-02-11
273,"10390.txt/10390.txt",187,"The Edinburgh Lectures on Mental Science",2003-12-01
274,"10391.txt/10391.txt",210,"The Wolf's Long Howl",2003-12-01
275,"10392/10392.txt",211,"The Reminiscences of Sir Henry Hawkins (Baron Brampton)",2003-12-01
276,"10393/10393.txt",212,"Making the House a Home",2003-12-01
277,"10394/10394.txt",111,"Stolen Treasure",2003-12-01
278,"10395/10395.txt",213,"Joy and Power: Three Messages with One Meaning",2003-12-01
279,"10396/10396.txt",214,"Andy the Acrobat&#13; Or, Out with the Greatest Show on Earth",2003-12-01
280,"10397.txt/10397.txt",49,"Affairs of State&#13; Being an Account of Certain Surprising Adventures Which Befell an American Family in the Land of Windmills",2003-12-01
281,"10398.txt/10398.txt",215,"The American Child",2003-12-01
282,"104.txt/104.txt",216,"Inaugural Address of Franklin Delano Roosevelt&#13; Given in Washington, D.C. March 4th, 1933",1994-02-01
283,"1040.txt/1040.txt",180,"The Three Taverns: A Book of Poems",1997-09-01
284,"10401/10401.txt",217,"Personal Memoir of Daniel Drayton, For Four Years and Four Months a Prisoner (For Charity's Sake) in Washington Jail&#13; Including A Narrative Of The Voyage And Capture Of The Schooner Pearl",2003-12-01
285,"10402.txt/10402.txt",218,"A Man and His Money",2003-12-01
286,"10403.txt/10403.txt",219,"'Twixt France and Spain&#13; Or, A Spring in the Pyrenees",2003-12-01
287,"10404.txt/10404.txt",220,"Man-Size",2003-12-01
288,"10409/10409.txt",221,"The Crisis of the Naval War",2003-12-01
289,"1041.txt/1041.txt",222,"Shakespeare's Sonnets",1997-09-01
290,"10410/10410.txt",223,"The Powers and Maxine",2003-12-01
291,"10417/10417.txt",224,"Love, Life &amp; Work&#13; Being a Book of Opinions Reasonably Good-Natured Concerning How to Attain the Highest Happiness for One's Self with the Least Possible Harm to Others",2003-12-01
292,"10418.txt/10418.txt",50,"The Money Moon: A Romance",2003-12-01
293,"10419.txt/10419.txt",225,"The Forest Monster of Oz",2003-12-01
294,"10420.txt/10420.txt",226,"The Principles of Success in Literature",2003-12-01
295,"10421.txt/10421.txt",227,"The Life of Lord Byron",2003-12-01
296,"10422.txt/10422.txt",228,"Caesar Dies",2003-12-01
297,"10427.txt/10427.txt",88,"Scientific Essays and Lectures",2003-12-01
298,"10429.txt/10429.txt",229,"Miss Lulu Bett",2003-12-01
299,"1043.txt/1043.txt",230,"The Story of Evolution",1997-09-01
300,"10430.txt/10430.txt",231,"Trips to the Moon",2003-12-01
301,"10431.txt/10431.txt",232,"Thirty Years a Slave&#13; From Bondage to Freedom: The Institution of Slavery as Seen on the Plantation and in the Home of the Planter: Autobiography of Louis Hughes",2003-12-01
302,"10432.txt/10432.txt",43,"Aunt Jane's Nieces out West",2003-12-01
303,"10433.txt/10433.txt",233,"A Flock of Girls and Boys",2003-12-01
