5154,Verlaine,"{""type"":""Point"",""coordinates"":[5.3174,50.60743]}"
6350,Pombal,"{""type"":""Point"",""coordinates"":[-37.80167,-6.77028]}"
7454,Joinville,"{""type"":""Point"",""coordinates"":[-48.84556,-26.30444]}"
8742,Dryden,"{""type"":""Point"",""coordinates"":[-92.75032,49.78334]}"
8788,Golden,"{""type"":""Point"",""coordinates"":[-116.9689,51.29995]}"
8900,London,"{""type"":""Point"",""coordinates"":[-81.23304,42.98339]}"
8937,Milton,"{""type"":""Point"",""coordinates"":[-79.88294,43.51681]}"
9061,Richelieu,"{""type"":""Point"",""coordinates"":[-73.24602,45.44336]}"
9244,Waterloo,"{""type"":""Point"",""coordinates"":[-72.51582,45.35008]}"
9245,Waterloo,"{""type"":""Point"",""coordinates"":[-80.51639,43.4668]}"
9726,Saxon,"{""type"":""Point"",""coordinates"":[7.18074,46.15005]}"
26821,Heredia,"{""type"":""Point"",""coordinates"":[-84.11651,10.00236]}"
30989,Sand,"{""type"":""Point"",""coordinates"":[10.5862,49.98585]}"
40076,Don Juan,"{""type"":""Point"",""coordinates"":[-69.94629,18.82774]}"
48447,Vigny,"{""type"":""Point"",""coordinates"":[1.92806,49.07902]}"
48521,Versailles,"{""type"":""Point"",""coordinates"":[2.13333,48.8]}"
49338,Sand,"{""type"":""Point"",""coordinates"":[7.6126,48.38238]}"
49464,Saint-Simon,"{""type"":""Point"",""coordinates"":[2.4909,44.96492]}"
50572,Richelieu,"{""type"":""Point"",""coordinates"":[0.32406,47.01389]}"
52385,Lorris,"{""type"":""Point"",""coordinates"":[2.51478,47.8895]}"
52960,La Rochelle,"{""type"":""Point"",""coordinates"":[-1.15,46.16667]}"
52961,La Rochefoucauld,"{""type"":""Point"",""coordinates"":[0.38564,45.74048]}"
53387,Joinville,"{""type"":""Point"",""coordinates"":[5.14144,48.44363]}"
53721,Gray,"{""type"":""Point"",""coordinates"":[5.59215,47.44575]}"
54032,Fontaine,"{""type"":""Point"",""coordinates"":[5.68265,45.19839]}"
55710,Bourgogne,"{""type"":""Point"",""coordinates"":[4.07111,49.34962]}"
56173,Balzac,"{""type"":""Point"",""coordinates"":[0.11667,45.7]}"
56691,Abbeville,"{""type"":""Point"",""coordinates"":[1.83333,50.1]}"
58157,London,"{""type"":""Point"",""coordinates"":[-0.12574,51.50853]}"
59352,Church,"{""type"":""Point"",""coordinates"":[-2.39121,53.75177]}"
59933,Arnold,"{""type"":""Point"",""coordinates"":[-1.13333,53]}"
60281,Waterloo,"{""type"":""Point"",""coordinates"":[-3.03017,53.47454]}"
92983,Sand,"{""type"":""Point"",""coordinates"":[11.5403,60.3922]}"
93332,Sand,"{""type"":""Point"",""coordinates"":[6.25353,59.48532]}"
93551,Milton,"{""type"":""Point"",""coordinates"":[169.96944,-46.12083]}"
98385,Cervantes,"{""type"":""Point"",""coordinates"":[120.7359,16.9909]}"
98386,Cervantes,"{""type"":""Point"",""coordinates"":[124.65972,12.36861]}"
98387,Cervantes,"{""type"":""Point"",""coordinates"":[123.5209,10.8726]}"
103563,Pombal,"{""type"":""Point"",""coordinates"":[-8.62847,39.91674]}"
113130,Never,"{""type"":""Point"",""coordinates"":[124.15777,53.97946]}"
114839,Waterloo,"{""type"":""Point"",""coordinates"":[-13.07194,8.33833]}"
120443,Geneva,"{""type"":""Point"",""coordinates"":[-85.86382,31.03296]}"
120491,Lafayette,"{""type"":""Point"",""coordinates"":[-85.40106,32.89985]}"
120691,Dumas,"{""type"":""Point"",""coordinates"":[-91.49179,33.88705]}"
120741,Johnson,"{""type"":""Point"",""coordinates"":[-94.16548,36.13286]}"
120757,London,"{""type"":""Point"",""coordinates"":[-93.25296,35.32897]}"
120877,Milton,"{""type"":""Point"",""coordinates"":[-75.30991,38.77761]}"
121104,Geneva,"{""type"":""Point"",""coordinates"":[-81.11506,28.73972]}"
121294,Milton,"{""type"":""Point"",""coordinates"":[-87.03969,30.63241]}"
121616,Abbeville,"{""type"":""Point"",""coordinates"":[-83.30682,31.99212]}"
121662,Byron,"{""type"":""Point"",""coordinates"":[-83.75963,32.65376]}"
121686,Columbus,"{""type"":""Point"",""coordinates"":[-84.98771,32.46098]}"
121757,Gray,"{""type"":""Point"",""coordinates"":[-83.53378,33.00958]}"
121783,Homer,"{""type"":""Point"",""coordinates"":[-83.49906,34.33372]}"
122190,Waterloo,"{""type"":""Point"",""coordinates"":[-90.14983,38.33589]}"
122229,Columbus,"{""type"":""Point"",""coordinates"":[-85.92138,39.20144]}"
122241,English,"{""type"":""Point"",""coordinates"":[-86.46415,38.3345]}"
122251,Geneva,"{""type"":""Point"",""coordinates"":[-85.71998,39.39172]}"
122340,Versailles,"{""type"":""Point"",""coordinates"":[-85.2519,39.072]}"
122345,Waterloo,"{""type"":""Point"",""coordinates"":[-86.19749,39.56255]}"
122387,Columbus,"{""type"":""Point"",""coordinates"":[-94.84412,37.16923]}"
122685,London,"{""type"":""Point"",""coordinates"":[-84.08326,37.12898]}"
122786,Versailles,"{""type"":""Point"",""coordinates"":[-84.72995,38.05258]}"
122806,Abbeville,"{""type"":""Point"",""coordinates"":[-92.13429,29.97465]}"
122910,Gray,"{""type"":""Point"",""coordinates"":[-90.78648,29.69771]}"
122925,Homer,"{""type"":""Point"",""coordinates"":[-93.05572,32.79181]}"
122947,Lafayette,"{""type"":""Point"",""coordinates"":[-92.01984,30.22409]}"
122981,Milton,"{""type"":""Point"",""coordinates"":[-92.07651,30.10381]}"
123045,Scott,"{""type"":""Point"",""coordinates"":[-92.09457,30.23576]}"
123098,Arnold,"{""type"":""Point"",""coordinates"":[-76.50274,39.03206]}"
123201,Frederick,"{""type"":""Point"",""coordinates"":[-77.41054,39.41427]}"
123414,Arnold,"{""type"":""Point"",""coordinates"":[-90.37762,38.43283]}"
123746,Versailles,"{""type"":""Point"",""coordinates"":[-92.84103,38.43141]}"
123812,Columbus,"{""type"":""Point"",""coordinates"":[-88.42726,33.49567]}"
123838,Gautier,"{""type"":""Point"",""coordinates"":[-88.61169,30.38576]}"
124067,Columbus,"{""type"":""Point"",""coordinates"":[-82.19706,35.25317]}"
124642,Columbus,"{""type"":""Point"",""coordinates"":[-82.99879,39.96118]}"
124678,Geneva,"{""type"":""Point"",""coordinates"":[-82.43349,39.66201]}"
124722,London,"{""type"":""Point"",""coordinates"":[-83.44825,39.88645]}"
124934,Frederick,"{""type"":""Point"",""coordinates"":[-99.01841,34.39203]}"
124957,Hugo,"{""type"":""Point"",""coordinates"":[-95.50968,34.01066]}"
124979,Luther,"{""type"":""Point"",""coordinates"":[-97.19559,35.66173]}"
125224,Abbeville,"{""type"":""Point"",""coordinates"":[-82.37901,34.17817]}"
125413,Saxon,"{""type"":""Point"",""coordinates"":[-81.96733,34.96123]}"
125568,Gray,"{""type"":""Point"",""coordinates"":[-82.47654,36.41983]}"
125609,Lafayette,"{""type"":""Point"",""coordinates"":[-86.02637,36.52116]}"
125610,Lafayette,"{""type"":""Point"",""coordinates"":[-85.71609,36.18589]}"
125916,Columbus,"{""type"":""Point"",""coordinates"":[-96.53969,29.70662]}"
126002,Fate,"{""type"":""Point"",""coordinates"":[-96.38137,32.94151]}"
126096,Holland,"{""type"":""Point"",""coordinates"":[-97.40167,30.87824]}"
126714,Dryden,"{""type"":""Point"",""coordinates"":[-82.94155,36.77759]}"
127047,Milton,"{""type"":""Point"",""coordinates"":[-82.13236,38.43453]}"
127140,Abbeville,"{""type"":""Point"",""coordinates"":[-85.25049,31.57184]}"
127174,Alfred,"{""type"":""Point"",""coordinates"":[-70.71839,43.47647]}"
127598,Waterloo,"{""type"":""Point"",""coordinates"":[-92.34296,42.49276]}"
127661,Byron,"{""type"":""Point"",""coordinates"":[-89.25566,42.12697]}"
127772,Geneva,"{""type"":""Point"",""coordinates"":[-88.30535,41.88753]}"
127819,Homer,"{""type"":""Point"",""coordinates"":[-87.95809,40.03476]}"
127872,Lisle,"{""type"":""Point"",""coordinates"":[-88.07479,41.80114]}"
128178,Geneva,"{""type"":""Point"",""coordinates"":[-84.95719,40.59199]}"
128208,Lafayette,"{""type"":""Point"",""coordinates"":[-86.87529,40.4167]}"
128296,Waterloo,"{""type"":""Point"",""coordinates"":[-85.01997,41.43199]}"
